Rank,Symbol,Market Cap,Price,Date
122,TX,"$82,628.37",$0.01527,2016-04-24
121,BIGUP,"$86,319.01",$0.00002111,2016-04-24
120,ADZ,"$90,420.68",$0.04685,2016-04-24
119,BITUSD,"$103,305.86",$0.956,2016-04-24
118,BITCNY,"$104,224.95",$0.1521,2016-04-24
117,BLITZ,"$111,855.28",$0.0282,2016-04-24
116,RBIES,"$121,657.34",$0.02412,2016-04-24
115,HYP,"$125,634.27",$0.0003256,2016-04-24
114,BYC,"$135,202.70",$0.1339,2016-04-24
113,BBR,"$142,622.23",$0.02041,2016-04-24
112,CANN,"$149,165.97",$0.001932,2016-04-24
111,NAUT,"$155,564.23",$0.02295,2016-04-24
110,GBT,"$160,802.65",$0.00802,2016-04-24
109,XMY,"$161,655.97",$0.0001241,2016-04-24
108,TRUMP,"$168,662.04",$0.02594,2016-04-24
107,SPR,"$171,093.17",$0.03391,2016-04-24
106,UBQ,"$176,106.42",$0.04954,2016-04-24
105,MOJO,"$177,026.74",$0.00177,2016-04-24
104,POT,"$203,426.54",$0.0009558,2016-04-24
151,FAIR,"$722,043.42",$0.01376,2016-04-24
124,KR,"$75,640.90",$0.02752,2016-04-24
125,HODL,"$66,593.72",$0.02729,2016-04-24
103,FLO,"$210,712.82",$0.00172,2016-04-24
142,EVIL,"$6,769.18",$0.0008425,2016-04-24
149,PLS,"$1,468,000.70",$0.0007538,2016-04-24
148,MINT,"$1,499,333.08",$0.00006534,2016-04-24
147,SFT,"$1,772,530.87",$0.0008254,2016-04-24
146,RBT,"$2,031,291.18",$0.01781,2016-04-24
145,NSR,"$2,156,323.37",$0.002628,2016-04-24
144,GRC,"$3,366,124.69",$0.008965,2016-04-24
143,PCM,$316.19,$0.001463,2016-04-24
141,KNC,"$8,748.83",$0.1239,2016-04-24
140,U,"$9,671.07",$0.003595,2016-04-24
139,TAGR,"$17,736.37",$0.0004587,2016-04-24
138,NTRN,"$18,056.31",$0.001431,2016-04-24
126,PIVX,"$59,619.91",$0.0021,2016-04-24
136,WARP,"$25,968.43",$0.02371,2016-04-24
137,RHC,"$18,621.24",$0.1154,2016-04-24
128,DES,"$58,494.04",$0.03656,2016-04-24
129,1337,"$41,329.12",$0.00003211,2016-04-24
130,MEME,"$33,876.14",$0.002838,2016-04-24
131,BIOS,"$32,465.43",$0.001612,2016-04-24
127,ORLY,"$59,541.40",$0.002549,2016-04-24
133,CUBE,"$30,153.50",$0.001886,2016-04-24
134,EGC,"$28,760.98",$0.003414,2016-04-24
135,BITBTC,"$27,949.14",$501.79,2016-04-24
132,METAL,"$32,460.33",$0.000422,2016-04-24
64,QORA,"$631,407.60",$0.00006314,2016-05-01
72,CRB,"$541,135.30",$0.04392,2016-05-01
71,XVG,"$567,336.80",$0.00005105,2016-05-01
70,NEU,"$568,609.13",$0.001852,2016-05-01
69,CURE,"$575,317.57",$0.02177,2016-05-01
68,BOST,"$602,623.91",$0.05096,2016-05-01
67,XDN,"$606,672.18",$0.00008845,2016-05-01
66,NLG,"$614,543.90",$0.002031,2016-05-01
65,MEC,"$616,855.39",$0.01906,2016-05-01
98,CNMT,"$118,252.08",$0.03942,2016-05-01
52,PLS,"$1,053,375.13",$0.0005407,2016-05-01
62,EXP,"$667,990.30",$0.3233,2016-05-01
61,YOC,"$703,844.73",$0.04032,2016-05-01
60,WDC,"$730,622.08",$0.007151,2016-05-01
59,USNBT,"$751,747.43",$0.993,2016-05-01
58,IFC,"$783,356.08",$0.000008647,2016-05-01
57,OBITS,"$800,648.44",$0.1187,2016-05-01
56,RADS,"$840,004.42",$0.3069,2016-05-01
55,IOC,"$861,204.27",$0.053,2016-05-01
54,XVC,"$1,016,158.50",$0.07112,2016-05-01
53,QRK,"$1,028,928.03",$0.004115,2016-05-01
63,GEMZ,"$643,271.77",$0.007299,2016-05-01
73,DMD,"$533,238.46",$0.3336,2016-05-01
86,TAG,"$250,823.45",$0.05714,2016-05-01
76,DGC,"$505,983.54",$0.0155,2016-05-01
51,VTC,"$1,059,546.25",$0.04591,2016-05-01
97,BBR,"$128,497.86",$0.01825,2016-05-01
96,NAUT,"$142,137.40",$0.02096,2016-05-01
95,RBIES,"$149,565.55",$0.02356,2016-05-01
94,UBQ,"$162,506.62",$0.04567,2016-05-01
93,BITS,"$173,802.74",$0.04294,2016-05-01
92,MOJO,"$198,278.25",$0.001982,2016-05-01
91,WBB,"$215,458.48",$0.1401,2016-05-01
90,DONU,"$225,532.11",$0.02652,2016-05-01
89,CPC,"$233,621.54",$0.4621,2016-05-01
88,SRC,"$240,502.72",$0.04247,2016-05-01
87,XCN,"$247,512.26",$0.001205,2016-05-01
85,RIC,"$279,869.12",$0.01222,2016-05-01
84,DIEM,"$294,624.85",$0.00001355,2016-05-01
83,BURST,"$306,692.41",$0.0002163,2016-05-01
82,COVAL,"$332,438.69",$0.0008311,2016-05-01
81,ANC,"$387,412.65",$0.1836,2016-05-01
80,CLOAK,"$431,004.41",$0.0908,2016-05-01
79,UNC,"$440,473.56",$0.05251,2016-05-01
78,SIB,"$487,612.15",$0.04903,2016-05-01
77,GCR,"$505,862.11",$0.005018,2016-05-01
74,ZCC,"$530,904.12",$0.008611,2016-05-01
50,VRC,"$1,091,615.42",$0.03964,2016-05-01
25,VASH,"$3,640,518.46",$0.009094,2016-05-01
48,XSI,"$1,128,925.69",$0.122,2016-05-01
20,NMC,"$6,051,260.25",$0.4262,2016-05-01
19,NXT,"$6,944,125.84",$0.006944,2016-05-01
18,TIPS,"$6,947,763.42",$0.00001651,2016-05-01
17,EMC,"$7,280,419.57",$0.1935,2016-05-01
16,YBC,"$7,690,800.20",$2.56,2016-05-01
15,STEEM,"$7,814,072.10",$0.466,2016-05-01
14,AMP,"$8,431,461.67",$0.04562,2016-05-01
13,PPC,"$9,929,501.69",$0.4293,2016-05-01
12,XLM,"$10,326,951.58",$0.001883,2016-05-01
11,BTS,"$10,367,705.79",$0.004058,2016-05-01
10,FCT,"$10,484,937.89",$1.20,2016-05-01
9,XMR,"$10,748,812.43",$0.9143,2016-05-01
8,XEM,"$14,453,072.80",$0.001606,2016-05-01
7,DOGE,"$23,547,329.92",$0.0002261,2016-05-01
6,MAID,"$26,282,043.52",$0.05808,2016-05-01
5,DASH,"$43,576,666.47",$6.79,2016-05-01
4,LTC,"$168,960,222.47",$3.71,2016-05-01
3,XRP,"$236,803,765.15",$0.006791,2016-05-01
2,ETH,"$704,335,908.14",$8.85,2016-05-01
1,BTC,"$7,001,713,695.73",$451.88,2016-05-01
99,HYP,"$118,135.00",$0.0003062,2016-05-01
21,FTC,"$5,179,253.69",$0.0349,2016-05-01
22,AGRS,"$5,156,611.79",$0.1228,2016-05-01
23,RVR,"$4,668,565.37",$0.1482,2016-05-01
24,SYS,"$3,844,883.73",$0.008968,2016-05-01
47,SC,"$1,147,507.69",$0.00008582,2016-05-01
46,EAC,"$1,195,517.47",$0.0001279,2016-05-01
45,XPM,"$1,234,274.02",$0.08599,2016-05-01
44,RDD,"$1,268,351.92",$0.00004516,2016-05-01
43,START,"$1,282,972.13",$0.03208,2016-05-01
42,UNITY,"$1,314,689.59",$1.61,2016-05-01
41,CLAM,"$1,415,801.63",$0.8306,2016-05-01
40,SFT,"$1,416,775.50",$0.0006597,2016-05-01
39,BTCD,"$1,521,603.84",$1.20,2016-05-01
38,SLR,"$1,646,581.10",$0.04802,2016-05-01
49,NVC,"$1,106,643.28",$0.8099,2016-05-01
37,DGB,"$1,789,638.11",$0.0002802,2016-05-01
35,GAME,"$1,866,042.85",$0.0341,2016-05-01
34,USDT,"$1,951,591.00",$1.00,2016-05-01
33,MONA,"$2,015,403.27",$0.06209,2016-05-01
32,BLK,"$2,213,084.14",$0.02935,2016-05-01
31,CREVA,"$2,325,992.71",$0.1018,2016-05-01
30,DCR,"$2,358,692.75",$1.54,2016-05-01
29,SCOT,"$2,561,788.07",$0.002562,2016-05-01
28,SJCX,"$2,946,823.59",$0.05951,2016-05-01
27,XCP,"$3,332,859.07",$1.27,2016-05-01
26,XAUR,"$3,493,585.26",$469.75,2016-05-01
36,AUR,"$1,840,113.06",$0.229,2016-05-01
100,BLITZ,"$114,681.86",$0.02891,2016-05-01
75,BILS,"$525,085.43",$0.0005251,2016-05-01
102,BITUSD,"$108,358.35",$1.00,2016-05-01
173,HMP,"$200,557.16",$0.0001592,2016-05-01
172,XTC,"$201,132.87",$0.002011,2016-05-01
171,FRC,"$207,693.48",$0.004519,2016-05-01
170,FIMK,"$213,412.83",$0.0004698,2016-05-01
169,PTS,"$221,324.54",$0.0002213,2016-05-01
168,LXC,"$226,959.68",$0.02319,2016-05-01
167,ZEIT,"$234,217.43",$0.00000686,2016-05-01
166,XC,"$247,399.67",$0.04358,2016-05-01
165,CBX,"$251,521.21",$0.2596,2016-05-01
164,TIX,"$257,171.31",$0.000003845,2016-05-01
163,CV2,"$270,716.74",$0.00001305,2016-05-01
162,SKYNET,"$278,811.80",$0.3118,2016-05-01
161,I0C,"$278,827.36",$0.01332,2016-05-01
160,MAX,"$279,357.87",$0.006738,2016-05-01
159,NXS,"$284,618.11",$0.007755,2016-05-01
158,NAV,"$290,568.94",$0.004875,2016-05-01
157,VOOT,"$297,282.51",$0.004291,2016-05-01
156,MOON,"$339,340.83",$0.000001596,2016-05-01
155,JINN,"$346,496.06",$5.90,2016-05-01
154,BLOCK,"$348,128.12",$0.08902,2016-05-01
153,FLVR,"$355,709.13",$0.007049,2016-05-01
174,SILK,"$199,808.74",$0.004567,2016-05-01
175,LQD,"$183,693.35",$0.5376,2016-05-01
176,FLO,"$183,676.59",$0.001496,2016-05-01
177,DVC,"$173,502.32",$0.00001611,2016-05-01
199,GRS,"$129,173.43",$0.002036,2016-05-01
198,GLC,"$129,368.28",$0.003464,2016-05-01
197,ADC,"$130,471.49",$0.0001707,2016-05-01
196,DEM,"$130,975.05",$0.006759,2016-05-01
195,BYC,"$134,386.50",$0.1309,2016-05-01
194,EFL,"$138,387.16",$0.009631,2016-05-01
193,CANN,"$141,748.15",$0.001835,2016-05-01
192,JLH,"$143,743.90",$0.01437,2016-05-01
191,MI,"$144,272.08",$0.0003568,2016-05-01
190,MED,"$144,272.96",$0.003568,2016-05-01
152,SWARM,"$363,406.40",$0.003636,2016-05-01
189,NET,"$145,006.68",$0.0002349,2016-05-01
187,PND,"$149,459.19",$0.000004597,2016-05-01
186,ERC,"$150,753.86",$0.001623,2016-05-01
185,OK,"$153,183.27",$0.00239,2016-05-01
184,XMY,"$153,451.96",$0.0001174,2016-05-01
183,POT,"$157,333.67",$0.0007391,2016-05-01
182,VIA,"$158,055.40",$0.007607,2016-05-01
181,SPR,"$159,509.69",$0.03161,2016-05-01
180,BTSR,"$163,402.35",$0.0739,2016-05-01
179,NRS,"$168,974.42",$0.0682,2016-05-01
178,CYT,"$169,535.64",$2.21,2016-05-01
188,XPB,"$145,964.03",$0.006775,2016-05-01
151,VTA,"$370,534.56",$0.0000316,2016-05-01
101,NXTV,"$113,884.06",$0.1139,2016-05-01
149,UNO,"$394,024.53",$2.00,2016-05-01
123,RHC,"$17,920.14",$0.1081,2016-05-01
122,BIOS,"$24,233.31",$0.001203,2016-05-01
121,BERN,"$24,380.60",$0.00113,2016-05-01
120,BITBTC,"$24,704.05",$488.25,2016-05-01
119,METAL,"$26,620.30",$0.0003461,2016-05-01
118,CUBE,"$27,690.75",$0.001328,2016-05-01
117,EGC,"$27,822.56",$0.003118,2016-05-01
116,SMC,"$28,884.90",$0.00136,2016-05-01
150,XCR,"$393,293.43",$0.003933,2016-05-01
114,ADCN,"$31,781.51",$0.1846,2016-05-01
113,MUE,"$35,946.01",$0.0004037,2016-05-01
112,SPRTS,"$51,486.74",$0.00003156,2016-05-01
111,SHIFT,"$58,183.11",$0.008408,2016-05-01
110,PIVX,"$59,845.51",$0.00196,2016-05-01
109,ADZ,"$75,372.10",$0.03855,2016-05-01
108,DBIC,"$78,246.68",$0.01357,2016-05-01
107,MRC,"$83,056.04",$0.000004517,2016-05-01
106,GBT,"$84,817.94",$0.004225,2016-05-01
105,TRUMP,"$84,871.78",$0.01305,2016-05-01
104,HODL,"$92,187.22",$0.03406,2016-05-01
103,EXE,"$108,226.09",$0.006053,2016-05-01
124,ORLY,"$17,159.92",$0.0005874,2016-05-01
125,DRKT,"$10,231.08",$0.01172,2016-05-01
115,MEME,"$31,305.89",$0.002623,2016-05-01
126,KNC,"$10,145.31",$0.1436,2016-05-01
200,XCH,"$122,378.13",$0.001179,2016-05-01
147,AC,"$417,113.96",$0.0009576,2016-05-01
146,APC,"$419,898.12",$0.01884,2016-05-01
145,BAY,"$465,218.58",$0.0004632,2016-05-01
144,IXC,"$474,833.21",$0.02261,2016-05-01
143,DEX,"$513,867.08",$0.5139,2016-05-01
142,ZET,"$544,829.98",$0.003321,2016-05-01
141,FC2,"$583,871.56",$0.005827,2016-05-01
140,NOTE,"$679,076.13",$0.006124,2016-05-01
139,FAIR,"$719,192.30",$0.01371,2016-05-01
138,AMBER,"$726,720.97",$0.01675,2016-05-01
148,CSC,"$399,708.25",$0.01064,2016-05-01
136,OMNI,"$952,942.09",$1.73,2016-05-01
135,XSD,"$1,384,162.82",$0.001015,2016-05-01
134,MINT,"$1,547,610.17",$0.00006738,2016-05-01
133,BCY,"$1,947,077.34",$0.04589,2016-05-01
132,NSR,"$2,002,123.61",$0.002439,2016-05-01
131,RBT,"$2,023,568.25",$0.01774,2016-05-01
130,RBY,"$2,941,143.04",$0.1279,2016-05-01
129,GRC,"$2,968,258.48",$0.0079,2016-05-01
128,BCN,"$6,559,997.14",$0.00003644,2016-05-01
127,PXL,"$3,260.25",$0.001807,2016-05-01
137,SDC,"$894,620.36",$0.137,2016-05-01
66,MEC,"$617,892.75",$0.01906,2016-05-08
67,XDN,"$600,688.58",$0.00008757,2016-05-08
68,QORA,"$596,109.17",$0.00005961,2016-05-08
73,ZCC,"$512,392.63",$0.00831,2016-05-08
70,BILS,"$538,637.40",$0.0005386,2016-05-08
71,XVG,"$538,425.38",$0.00004801,2016-05-08
72,CURE,"$536,475.86",$0.0203,2016-05-08
65,OBITS,"$628,724.61",$0.09436,2016-05-08
69,YOC,"$592,217.81",$0.03389,2016-05-08
64,GEMZ,"$659,247.62",$0.00748,2016-05-08
59,IFC,"$776,709.12",$0.000008573,2016-05-08
62,WDC,"$686,017.49",$0.006692,2016-05-08
61,USNBT,"$754,911.56",$0.9971,2016-05-08
60,SFT,"$768,085.00",$0.0003577,2016-05-08
58,IOC,"$862,190.66",$0.05305,2016-05-08
57,RADS,"$866,186.00",$0.3153,2016-05-08
56,VTC,"$898,354.36",$0.03893,2016-05-08
55,XSI,"$1,020,037.78",$0.1103,2016-05-08
54,VRC,"$1,045,281.36",$0.03791,2016-05-08
53,QRK,"$1,076,639.44",$0.004306,2016-05-08
63,EXP,"$660,886.55",$0.3199,2016-05-08
74,DMD,"$503,853.33",$0.3136,2016-05-08
98,NAUT,"$159,314.15",$0.02282,2016-05-08
76,SIB,"$403,075.76",$0.04014,2016-05-08
52,PLS,"$1,109,353.78",$0.0005694,2016-05-08
97,SPR,"$162,091.22",$0.03212,2016-05-08
96,CNMT,"$171,744.41",$0.06001,2016-05-08
95,UBQ,"$171,975.26",$0.04829,2016-05-08
94,WBB,"$193,405.22",$0.124,2016-05-08
93,CBX,"$201,550.81",$0.208,2016-05-08
92,CPC,"$203,724.61",$0.3902,2016-05-08
91,XHI,"$212,657.80",$0.09077,2016-05-08
90,XCN,"$241,007.12",$0.001174,2016-05-08
89,DONU,"$244,723.35",$0.02877,2016-05-08
75,CLOAK,"$443,068.65",$0.09331,2016-05-08
88,CRB,"$244,761.32",$0.01985,2016-05-08
86,MAX,"$246,051.70",$0.005935,2016-05-08
85,TAG,"$251,864.51",$0.05694,2016-05-08
84,EXE,"$266,918.38",$0.01493,2016-05-08
83,VTA,"$268,844.57",$0.00002291,2016-05-08
82,RIC,"$287,700.19",$0.01246,2016-05-08
81,COVAL,"$304,510.40",$0.0007613,2016-05-08
80,XPB,"$337,894.42",$0.01568,2016-05-08
79,DIEM,"$388,921.39",$0.00001789,2016-05-08
78,GCR,"$393,294.80",$0.0039,2016-05-08
77,APC,"$401,279.85",$0.01801,2016-05-08
87,SRC,"$245,851.32",$0.0434,2016-05-08
51,XPM,"$1,133,543.03",$0.07856,2016-05-08
26,XAUR,"$3,542,304.83",$476.30,2016-05-08
49,START,"$1,160,383.03",$0.02901,2016-05-08
21,NMC,"$6,280,141.85",$0.4407,2016-05-08
20,NXT,"$6,751,343.56",$0.006751,2016-05-08
19,YBC,"$6,780,216.05",$2.25,2016-05-08
18,STEEM,"$7,156,505.86",$0.3102,2016-05-08
17,EMC,"$7,662,653.82",$0.2034,2016-05-08
16,TIPS,"$9,217,378.23",$0.00002186,2016-05-08
15,FCT,"$9,521,574.47",$1.09,2016-05-08
14,AMP,"$9,681,639.96",$0.05239,2016-05-08
13,XLM,"$9,853,814.18",$0.001796,2016-05-08
12,BTS,"$9,981,191.61",$0.003905,2016-05-08
11,XMR,"$10,054,560.84",$0.8506,2016-05-08
10,PPC,"$10,137,534.21",$0.4383,2016-05-08
9,XEM,"$13,654,292.09",$0.001517,2016-05-08
8,MAID,"$22,701,311.15",$0.05016,2016-05-08
7,DOGE,"$23,175,322.82",$0.0002223,2016-05-08
6,DGD,"$23,831,697.46",$11.92,2016-05-08
5,DASH,"$43,072,011.44",$6.69,2016-05-08
4,LTC,"$179,970,526.32",$3.94,2016-05-08
3,XRP,"$223,293,514.36",$0.006404,2016-05-08
2,ETH,"$757,112,783.98",$9.48,2016-05-08
99,MOJO,"$157,002.83",$0.001569,2016-05-08
22,FTC,"$5,476,573.61",$0.0369,2016-05-08
23,AGRS,"$4,442,017.97",$0.1058,2016-05-08
24,RVR,"$4,400,659.23",$0.1397,2016-05-08
25,SYS,"$3,662,495.95",$0.008542,2016-05-08
48,UNITY,"$1,178,167.85",$1.44,2016-05-08
47,EAC,"$1,178,617.54",$0.0001261,2016-05-08
46,XVC,"$1,207,225.56",$0.08449,2016-05-08
45,RDD,"$1,286,434.25",$0.00004579,2016-05-08
44,CLAM,"$1,397,139.26",$0.8147,2016-05-08
43,MONA,"$1,484,048.89",$0.04527,2016-05-08
42,SLR,"$1,651,272.26",$0.04815,2016-05-08
41,SC,"$1,688,701.46",$0.0001238,2016-05-08
40,AUR,"$1,853,423.83",$0.2299,2016-05-08
39,DGB,"$1,883,976.62",$0.0002931,2016-05-08
50,NVC,"$1,134,788.84",$0.8267,2016-05-08
38,GAME,"$1,898,757.21",$0.03461,2016-05-08
36,SCOT,"$2,141,661.94",$0.002142,2016-05-08
35,NSR,"$2,146,822.06",$0.002614,2016-05-08
34,BLK,"$2,216,382.68",$0.02938,2016-05-08
33,BCY,"$2,345,119.57",$0.05539,2016-05-08
32,DCR,"$2,362,161.77",$1.48,2016-05-08
31,CREVA,"$2,516,452.08",$0.1077,2016-05-08
30,SJCX,"$2,721,440.83",$0.05496,2016-05-08
29,XCP,"$2,773,234.04",$1.06,2016-05-08
28,GRC,"$2,809,914.32",$0.007474,2016-05-08
27,VASH,"$3,357,446.37",$0.008386,2016-05-08
37,USDT,"$1,951,591.00",$1.00,2016-05-08
1,BTC,"$7,117,816,226.19",$458.55,2016-05-08
100,BLITZ,"$156,154.94",$0.03932,2016-05-08
102,MI,"$144,627.24",$0.0003577,2016-05-08
174,FLO,"$221,690.14",$0.001802,2016-05-08
173,SKYNET,"$224,133.80",$0.2506,2016-05-08
172,LXC,"$229,236.67",$0.02343,2016-05-08
171,FLVR,"$231,659.19",$0.004591,2016-05-08
170,XC,"$244,807.67",$0.04311,2016-05-08
169,TIX,"$244,950.04",$0.000003663,2016-05-08
168,ZEIT,"$251,768.51",$0.000007374,2016-05-08
167,VOOT,"$254,176.87",$0.003669,2016-05-08
166,NXS,"$254,474.98",$0.006879,2016-05-08
165,BURST,"$270,359.95",$0.0001895,2016-05-08
164,PTS,"$270,573.84",$0.0002706,2016-05-08
163,NAV,"$290,571.91",$0.004875,2016-05-08
162,MOON,"$293,221.20",$0.000001378,2016-05-08
161,CSC,"$294,755.05",$0.007819,2016-05-08
160,JINN,"$301,207.05",$5.13,2016-05-08
159,KARMA,"$328,087.56",$0.000004586,2016-05-08
158,XCR,"$342,115.60",$0.003421,2016-05-08
157,DEX,"$351,745.84",$0.3517,2016-05-08
156,ANC,"$383,281.95",$0.1816,2016-05-08
155,NEU,"$401,000.71",$0.001298,2016-05-08
154,UNO,"$405,674.35",$2.06,2016-05-08
176,XTC,"$207,760.14",$0.002078,2016-05-08
177,SILK,"$199,457.33",$0.004558,2016-05-08
178,CV2,"$190,510.46",$0.000009171,2016-05-08
179,DVC,"$182,294.99",$0.00001693,2016-05-08
101,XMY,"$152,231.67",$0.0001162,2016-05-08
200,BTSR,"$124,569.89",$0.05647,2016-05-08
199,FIMK,"$125,008.27",$0.0002752,2016-05-08
198,NXTV,"$125,575.29",$0.1256,2016-05-08
197,HMP,"$127,932.84",$0.0001012,2016-05-08
196,ADC,"$128,643.61",$0.0001681,2016-05-08
195,MED,"$133,502.89",$0.003302,2016-05-08
194,NET,"$139,474.16",$0.0002259,2016-05-08
193,PND,"$142,359.17",$0.000004378,2016-05-08
192,FLY,"$142,395.97",$0.6984,2016-05-08
153,AC,"$407,477.63",$0.0009218,2016-05-08
191,VIA,"$143,297.69",$0.006876,2016-05-08
189,FRC,"$147,953.91",$0.003219,2016-05-08
188,BBR,"$149,539.45",$0.02107,2016-05-08
187,DEM,"$151,703.86",$0.007807,2016-05-08
186,NRS,"$154,519.47",$0.06237,2016-05-08
185,OK,"$162,536.71",$0.002531,2016-05-08
184,ERC,"$165,037.92",$0.001777,2016-05-08
183,MRC,"$168,044.66",$0.000009139,2016-05-08
182,SMLY,"$171,792.07",$0.000006792,2016-05-08
181,LQD,"$171,897.60",$0.503,2016-05-08
180,POT,"$179,280.78",$0.0008419,2016-05-08
190,CANN,"$145,524.88",$0.001884,2016-05-08
152,UNC,"$426,022.25",$0.05079,2016-05-08
175,BITS,"$218,920.35",$0.05408,2016-05-08
150,DGC,"$458,700.55",$0.01397,2016-05-08
124,BIOS,"$24,121.64",$0.001197,2016-05-08
123,EGC,"$27,217.90",$0.002879,2016-05-08
122,ADCN,"$28,904.58",$0.1679,2016-05-08
121,CUBE,"$36,359.49",$0.00133,2016-05-08
120,ADN,"$53,709.04",$0.003669,2016-05-08
119,RBIES,"$58,294.33",$0.009177,2016-05-08
118,SPRTS,"$59,229.63",$0.00003204,2016-05-08
117,SPHR,"$63,622.64",$0.02064,2016-05-08
116,ADZ,"$66,574.66",$0.03351,2016-05-08
115,FLT,"$72,912.39",$0.0002457,2016-05-08
125,METAL,"$23,636.29",$0.0003073,2016-05-08
114,SHIFT,"$73,109.16",$0.01044,2016-05-08
112,GBT,"$77,146.01",$0.003838,2016-05-08
111,BCR,"$79,972.39",$0.002747,2016-05-08
110,SUB,"$81,442.25",$0.008144,2016-05-08
109,DBIC,"$87,289.94",$0.01503,2016-05-08
108,STS,"$87,615.92",$0.000155,2016-05-08
107,PIVX,"$88,006.34",$0.002692,2016-05-08
106,HODL,"$110,362.37",$0.03775,2016-05-08
105,BITUSD,"$113,810.82",$1.05,2016-05-08
104,BYC,"$117,131.98",$0.1121,2016-05-08
151,SWARM,"$427,181.99",$0.004274,2016-05-08
113,TX,"$75,238.18",$0.01385,2016-05-08
126,RHC,"$16,367.24",$0.09563,2016-05-08
103,TRUMP,"$126,194.70",$0.01941,2016-05-08
128,KNC,"$8,583.73",$0.1215,2016-05-08
127,ORLY,"$11,762.86",$0.0003256,2016-05-08
148,BLOCK,"$471,120.45",$0.1205,2016-05-08
147,FC2,"$516,836.97",$0.005158,2016-05-08
146,ZET,"$540,310.51",$0.003294,2016-05-08
145,JACK,"$582,986.06",$0.000004585,2016-05-08
144,NLG,"$603,885.91",$0.00198,2016-05-08
143,NOTE,"$625,491.62",$0.00564,2016-05-08
142,BOST,"$637,219.97",$0.05386,2016-05-08
141,IXC,"$645,125.88",$0.03072,2016-05-08
140,FAIR,"$685,288.70",$0.01306,2016-05-08
139,AMBER,"$739,071.96",$0.01703,2016-05-08
149,BAY,"$460,594.95",$0.0004586,2016-05-08
137,SDC,"$931,829.27",$0.1426,2016-05-08
136,I0C,"$959,985.44",$0.04587,2016-05-08
135,XSD,"$1,131,319.01",$0.0008289,2016-05-08
134,BTCD,"$1,314,764.77",$1.04,2016-05-08
133,MINT,"$1,396,236.61",$0.00006074,2016-05-08
132,BKS,"$1,467,486.91",$7.80,2016-05-08
131,RBT,"$1,803,231.59",$0.0158,2016-05-08
130,RBY,"$3,174,078.09",$0.1379,2016-05-08
129,BCN,"$5,828,263.25",$0.00003236,2016-05-08
138,OMNI,"$812,562.92",$1.47,2016-05-08
65,QORA,"$594,923.99",$0.00005949,2016-05-15
66,VTA,"$583,323.37",$0.00004966,2016-05-15
67,EXE,"$561,299.09",$0.03139,2016-05-15
72,UNC,"$423,748.19",$0.05051,2016-05-15
69,NLG,"$533,568.49",$0.001748,2016-05-15
70,XDN,"$517,585.24",$0.00007545,2016-05-15
71,YOC,"$478,979.86",$0.0274,2016-05-15
52,VRC,"$929,665.24",$0.03371,2016-05-15
68,CURE,"$538,465.82",$0.02037,2016-05-15
64,EXP,"$596,020.07",$0.2885,2016-05-15
59,IFC,"$681,141.82",$0.000007518,2016-05-15
62,GEMZ,"$631,849.65",$0.007169,2016-05-15
61,XSD,"$637,475.36",$0.0004669,2016-05-15
60,WDC,"$659,543.55",$0.006416,2016-05-15
58,RADS,"$738,476.84",$0.2679,2016-05-15
57,USNBT,"$756,574.58",$0.9993,2016-05-15
56,XSI,"$793,093.35",$0.08572,2016-05-15
55,VTC,"$832,635.34",$0.03608,2016-05-15
54,IOC,"$837,104.96",$0.0515,2016-05-15
53,SDC,"$888,286.38",$0.1359,2016-05-15
73,XVG,"$413,850.70",$0.00003661,2016-05-15
63,BOST,"$616,399.50",$0.05207,2016-05-15
74,GCR,"$402,108.48",$0.003986,2016-05-15
85,DBIC,"$214,261.01",$0.0367,2016-05-15
76,CRB,"$367,159.57",$0.02975,2016-05-15
51,XPM,"$1,019,994.35",$0.07028,2016-05-15
97,GBT,"$84,353.06",$0.004191,2016-05-15
96,XHI,"$85,912.15",$0.0354,2016-05-15
95,PIVX,"$92,008.33",$0.00264,2016-05-15
94,AEON,"$93,376.00",$0.008261,2016-05-15
93,XST,"$110,705.26",$0.00467,2016-05-15
92,BLITZ,"$113,698.15",$0.02862,2016-05-15
91,SMLY,"$115,884.17",$0.000004581,2016-05-15
90,INDEX,"$119,247.24",$352.40,2016-05-15
89,MOJO,"$123,921.67",$0.001238,2016-05-15
88,VIA,"$124,162.21",$0.005939,2016-05-15
87,NAUT,"$166,337.38",$0.02166,2016-05-15
86,CPC,"$212,810.17",$0.3945,2016-05-15
84,HODL,"$217,458.32",$0.0678,2016-05-15
83,MI,"$223,896.31",$0.0005538,2016-05-15
82,TAG,"$231,955.16",$0.05205,2016-05-15
81,DONU,"$261,831.63",$0.03078,2016-05-15
80,RIC,"$263,959.97",$0.01133,2016-05-15
79,WBB,"$273,903.52",$0.1734,2016-05-15
78,COVAL,"$281,916.72",$0.0007048,2016-05-15
77,DIEM,"$298,062.88",$0.00001371,2016-05-15
75,SIB,"$388,057.97",$0.03828,2016-05-15
50,START,"$1,097,900.58",$0.02699,2016-05-15
1,BTC,"$7,114,466,369.11",$457.57,2016-05-15
48,NVC,"$1,163,944.25",$0.8441,2016-05-15
22,BCN,"$6,151,073.90",$0.00003414,2016-05-15
21,EMC,"$6,232,808.99",$0.1653,2016-05-15
20,NXT,"$6,307,651.13",$0.006308,2016-05-15
