Rank,Symbol,Market Cap,Price,Date
28,BCN,"$465,209,715.07",$0.002531,2018-03-18
27,PPT,"$564,386,647.97",$15.25,2018-03-18
26,DGD,"$697,814,270.02",$348.91,2018-03-18
36,SC,"$359,580,570.32",$0.01083,2018-03-18
99,DENT,"$96,505,188.76",$0.009092,2018-03-18
20,OMG,"$1,068,088,829.67",$10.47,2018-03-18
45,ZIL,"$270,644,541.70",$0.04097,2018-03-18
46,AION,"$269,158,527.62",$2.54,2018-03-18
37,DCR,"$352,920,247.74",$50.70,2018-03-18
24,ZEC,"$857,623,782.61",$244.38,2018-03-18
47,ARDR,"$263,134,311.79",$0.2634,2018-03-18
17,ETC,"$1,688,739,879.35",$16.79,2018-03-18
16,VEN,"$1,876,996,407.83",$3.71,2018-03-18
15,TRX,"$1,881,781,910.41",$0.02862,2018-03-18
14,USDT,"$2,223,966,194.37",$1.00,2018-03-18
13,XEM,"$2,535,833,626.70",$0.2818,2018-03-18
12,DASH,"$3,135,133,773.36",$394.15,2018-03-18
11,XMR,"$3,320,404,042.34",$209.63,2018-03-18
10,MIOTA,"$3,407,668,206.42",$1.23,2018-03-18
9,EOS,"$3,424,564,644.48",$4.65,2018-03-18
8,ADA,"$4,048,641,445.68",$0.1562,2018-03-18
18,LSK,"$1,261,147,194.46",$12.25,2018-03-18
6,NEO,"$4,257,595,214.84",$65.50,2018-03-18
7,XLM,"$4,078,459,533.97",$0.2205,2018-03-18
22,QTUM,"$997,036,646.00",$13.48,2018-03-18
21,BTG,"$1,004,037,829.78",$59.45,2018-03-18
98,SRN,"$101,357,472.64",$0.4421,2018-03-18
1,BTC,"$139,201,741,038.92","$8,223.68",2018-03-18
23,BNB,"$886,358,658.56",$8.95,2018-03-18
3,XRP,"$25,752,735,323.64",$0.6588,2018-03-18
4,BCH,"$15,971,703,987.10",$938.12,2018-03-18
5,LTC,"$8,580,212,638.43",$154.07,2018-03-18
2,ETH,"$52,934,152,416.05",$538.64,2018-03-18
189,DATA,"$46,170,293.30",$0.06818,2018-03-25
195,TNT,"$45,340,840.89",$0.1058,2018-03-25
194,APPC,"$45,545,848.56",$0.4552,2018-03-25
193,BAY,"$45,669,560.99",$0.04521,2018-03-25
192,TNC,"$45,769,562.28",$0.1373,2018-03-25
191,DTA,"$45,949,845.62",$0.0108,2018-03-25
196,TRAC,"$45,003,933.58",$0.1768,2018-03-25
190,SMT,"$46,047,776.74",$0.03257,2018-03-25
152,LEND,"$61,959,880.24",$0.05724,2018-03-25
187,EMC2,"$46,265,590.78",$0.2135,2018-03-25
181,XP,"$48,780,091.38",$0.0002206,2018-03-25
185,JNT,"$46,721,926.33",$0.3115,2018-03-25
184,AST,"$46,963,347.49",$0.3131,2018-03-25
183,FTC,"$47,305,413.89",$0.2417,2018-03-25
182,PPC,"$48,156,039.72",$1.95,2018-03-25
180,MOD,"$50,022,487.33",$2.74,2018-03-25
179,SNM,"$50,089,462.76",$0.1393,2018-03-25
178,BCO,"$50,392,233.61",$1.87,2018-03-25
188,VIBE,"$46,214,955.45",$0.2312,2018-03-25
151,ZEN,"$64,077,918.78",$18.34,2018-03-25
197,QRL,"$44,307,592.15",$0.8521,2018-03-25
186,AMB,"$46,280,056.20",$0.3201,2018-03-25
198,WABI,"$44,028,770.86",$0.9731,2018-03-25
200,UTK,"$43,747,031.94",$0.153,2018-03-25
177,LOOM,"$50,402,832.40",$0.1283,2018-03-25
170,DNT,"$53,674,887.12",$0.08946,2018-03-25
169,DDD,"$54,343,028.26",$0.1811,2018-03-25
168,XBY,"$54,824,768.30",$0.1275,2018-03-25
167,MDS,"$54,831,363.67",$0.1134,2018-03-25
166,OST,"$55,218,125.06",$0.1914,2018-03-25
165,PXS,"$55,388,701.27",$1.40,2018-03-25
164,RCN,"$55,853,091.21",$0.1142,2018-03-25
163,CMT,"$56,589,457.15",$0.09429,2018-03-25
162,EVN,"$56,983,499.38",$0.5304,2018-03-25
161,VEE,"$57,422,013.86",$0.0375,2018-03-25
160,XAS,"$58,218,071.00",$0.6236,2018-03-25
159,SLS,"$58,583,339.78",$57.99,2018-03-25
158,BLZ,"$58,680,697.38",$0.3556,2018-03-25
157,ADX,"$59,159,531.49",$0.8057,2018-03-25
156,MED,"$60,090,871.16",$0.02026,2018-03-25
155,EDG,"$61,498,627.15",$0.7496,2018-03-25
154,XDN,"$61,592,571.62",$0.008929,2018-03-25
153,SPHTX,"$61,642,360.35",$0.3214,2018-03-25
174,C20,"$51,873,771.20",$1.31,2018-03-25
175,PHX,"$50,694,022.28",$0.0933,2018-03-25
176,EDO,"$50,611,194.11",$1.73,2018-03-25
199,SNGLS,"$43,934,664.13",$0.07322,2018-03-25
149,PPP,"$65,229,088.07",$0.7907,2018-03-25
171,TKY,"$53,621,059.78",$0.01475,2018-03-25
121,QSP,"$88,275,581.00",$0.143,2018-03-25
146,FSN,"$66,679,922.29",$2.41,2018-03-25
145,TEL,"$66,866,795.21",$0.002379,2018-03-25
144,ABT,"$66,985,468.63",$0.7196,2018-03-25
143,BOS,"$67,197,188.06",$0.1548,2018-03-25
142,GTO,"$67,489,755.55",$0.2558,2018-03-25
141,PRL,"$71,307,450.61",$1.00,2018-03-25
140,IGNIS,"$71,466,292.29",$0.09389,2018-03-25
139,UBQ,"$71,563,380.93",$1.78,2018-03-25
138,DEW,"$73,492,202.96",$0.7118,2018-03-25
148,BIX,"$65,481,358.24",$0.6182,2018-03-25
136,NAV,"$74,545,720.67",$1.19,2018-03-25
135,WAXP,"$78,594,774.24",$0.1594,2018-03-25
134,SAN,"$81,310,915.37",$1.30,2018-03-25
133,SRN,"$82,489,296.04",$0.3598,2018-03-25
132,MCO,"$82,602,607.51",$6.26,2018-03-25
131,RDN,"$82,745,622.62",$1.65,2018-03-25
130,POE,"$82,843,179.22",$0.03704,2018-03-25
129,CS,"$84,694,555.64",$0.6207,2018-03-25
128,THETA,"$84,723,347.64",$0.1441,2018-03-25
127,AGI,"$86,315,872.28",$0.1654,2018-03-25
137,HPB,"$73,541,351.71",$3.31,2018-03-25
147,CRPT,"$65,694,712.12",$0.8424,2018-03-25
122,SKY,"$88,202,997.11",$11.41,2018-03-25
125,TNB,"$86,914,104.59",$0.03843,2018-03-25
114,BTX,"$93,927,728.60",$7.43,2018-03-25
120,BTCD,"$88,676,514.84",$68.80,2018-03-25
119,GNO,"$88,882,220.82",$80.47,2018-03-25
118,RLC,"$89,275,880.77",$1.11,2018-03-25
117,CVC,"$89,819,806.08",$0.2621,2018-03-25
116,ANT,"$90,896,038.93",$3.45,2018-03-25
115,ACT,"$93,115,930.69",$0.2007,2018-03-25
150,PURA,"$64,941,514.83",$0.3749,2018-03-25
113,DTR,"$94,941,355.26",$0.07983,2018-03-25
112,GNX,"$94,963,298.84",$0.4005,2018-03-25
111,GVT,"$96,709,050.23",$25.95,2018-03-25
110,PLR,"$97,547,026.61",$0.429,2018-03-25
109,ENJ,"$98,121,760.81",$0.1298,2018-03-25
108,AUTO,"$98,554,809.06",$0.01571,2018-03-25
107,MANA,"$98,690,733.62",$0.09398,2018-03-25
106,BLOCK,"$99,180,441.46",$19.56,2018-03-25
105,VTC,"$100,172,022.70",$2.30,2018-03-25
104,NXS,"$100,459,923.19",$1.79,2018-03-25
103,MNX,"$101,498,662.25",$28.78,2018-03-25
102,ICN,"$108,640,458.50",$1.09,2018-03-25
123,POA,"$87,793,815.77",$0.431,2018-03-25
124,SMART,"$87,684,988.36",$0.1062,2018-03-25
126,GAME,"$86,395,255.36",$1.34,2018-03-25
172,ITC,"$52,363,796.82",$1.08,2018-03-25
173,ION,"$52,308,923.07",$2.54,2018-03-25
101,STORJ,"$110,959,201.82",$0.8316,2018-03-25
96,BNT,"$120,237,705.19",$2.95,2018-03-25
95,MTL,"$120,570,737.43",$5.40,2018-03-25
94,DENT,"$123,475,784.09",$0.01163,2018-03-25
93,GBYTE,"$125,378,923.95",$194.32,2018-03-25
92,DCN,"$128,159,258.21",$0.0003941,2018-03-25
91,POWR,"$132,688,185.55",$0.3646,2018-03-25
90,EMC,"$132,799,539.40",$3.20,2018-03-25
89,MAID,"$133,254,860.16",$0.2945,2018-03-25
88,PAY,"$139,806,720.55",$1.34,2018-03-25
87,NXT,"$141,977,488.34",$0.1421,2018-03-25
86,LINK,"$142,136,816.68",$0.4061,2018-03-25
84,KIN,"$144,875,227.20",$0.0001916,2018-03-25
83,SUB,"$146,988,910.75",$0.4165,2018-03-25
82,ENG,"$147,611,695.39",$1.97,2018-03-25
81,NEBL,"$152,609,131.92",$11.79,2018-03-25
80,RDD,"$153,184,838.56",$0.005319,2018-03-25
79,REQ,"$163,533,124.22",$0.2467,2018-03-25
78,GXC,"$163,590,145.11",$2.73,2018-03-25
77,XZC,"$164,671,241.73",$37.52,2018-03-25
75,SALT,"$171,367,269.38",$3.07,2018-03-25
50,ARK,"$289,911,421.35",$2.86,2018-03-25
97,CND,"$118,383,930.71",$0.08187,2018-03-25
51,ARDR,"$282,905,160.56",$0.2832,2018-03-25
76,ONT,"$169,727,258.14",$1.51,2018-03-25
85,NCASH,"$144,245,301.40",$0.03621,2018-03-25
66,BAT,"$210,987,836.12",$0.211,2018-03-25
67,DRGN,"$208,203,339.40",$0.8733,2018-03-25
72,ETN,"$184,157,815.78",$0.02821,2018-03-25
69,SYS,"$194,829,825.77",$0.3663,2018-03-25
70,FUN,"$191,365,467.71",$0.04156,2018-03-25
71,KNC,"$184,451,518.20",$1.38,2018-03-25
52,HC,"$279,428,335.92",$6.53,2018-03-25
68,FCT,"$207,894,080.21",$23.77,2018-03-25
64,MONA,"$212,379,612.73",$3.64,2018-03-25
59,IOST,"$233,799,670.64",$0.02783,2018-03-25
98,NULS,"$117,481,374.74",$2.94,2018-03-25
62,GAS,"$225,473,864.76",$22.63,2018-03-25
60,PIVX,"$231,232,977.11",$4.14,2018-03-25
58,DGB,"$241,642,870.81",$0.02411,2018-03-25
57,VGX,"$248,076,307.39",$3.26,2018-03-25
56,QASH,"$254,071,047.90",$0.7259,2018-03-25
55,CNX,"$255,796,022.63",$5.66,2018-03-25
54,LRC,"$269,004,526.54",$0.4702,2018-03-25
53,KCS,"$276,206,343.42",$3.03,2018-03-25
73,R,"$178,513,341.49",$0.9678,2018-03-25
63,STORM,"$222,858,448.47",$0.0545,2018-03-25
74,ELF,"$177,434,116.60",$0.7097,2018-03-25
61,NAS,"$228,006,744.62",$6.42,2018-03-25
48,AION,"$314,367,090.32",$2.73,2018-03-25
65,GNT,"$211,186,203.59",$0.2531,2018-03-25
20,BNB,"$1,265,701,910.15",$12.78,2018-03-25
44,SNT,"$348,951,829.94",$0.1005,2018-03-25
43,DCR,"$354,102,428.55",$50.56,2018-03-25
42,BTM,"$371,197,643.46",$0.3761,2018-03-25
41,REP,"$376,516,147.61",$34.23,2018-03-25
40,AE,"$383,012,917.48",$1.64,2018-03-25
39,DOGE,"$398,678,986.84",$0.003505,2018-03-25
38,VERI,"$400,018,532.78",$196.41,2018-03-25
49,ZRX,"$309,433,022.29",$0.5955,2018-03-25
21,LSK,"$1,200,575,062.68",$11.63,2018-03-25
35,BTS,"$424,456,064.44",$0.1625,2018-03-25
45,WTC,"$347,720,369.49",$13.97,2018-03-25
34,RHOC,"$426,397,447.81",$1.19,2018-03-25
32,BCN,"$485,742,984.16",$0.002643,2018-03-25
31,SC,"$504,720,602.54",$0.01513,2018-03-25
30,STEEM,"$513,880,425.95",$2.02,2018-03-25
29,STRAT,"$536,162,693.78",$5.43,2018-03-25
28,PPT,"$573,806,551.63",$15.51,2018-03-25
27,XVG,"$600,547,284.79",$0.0407,2018-03-25
26,DGD,"$663,336,120.61",$331.67,2018-03-25
36,MKR,"$420,793,048.92",$680.64,2018-03-25
99,PART,"$116,229,874.08",$13.04,2018-03-25
100,POLY,"$111,659,915.96",$0.4653,2018-03-25
33,WAVES,"$473,629,570.01",$4.74,2018-03-25
46,ZIL,"$346,858,765.60",$0.05251,2018-03-25
37,BCD,"$413,589,110.24",$2.71,2018-03-25
25,ZEC,"$851,991,504.49",$239.36,2018-03-25
19,ICX,"$1,359,310,024.52",$3.51,2018-03-25
47,KMD,"$321,835,814.83",$3.09,2018-03-25
18,QTUM,"$1,594,742,604.50",$18.02,2018-03-25
17,VEN,"$1,740,407,221.37",$3.35,2018-03-25
16,ETC,"$1,822,601,538.15",$18.09,2018-03-25
15,USDT,"$2,286,422,384.90",$0.9997,2018-03-25
14,XEM,"$2,599,903,285.21",$0.2889,2018-03-25
12,DASH,"$3,280,915,328.84",$411.79,2018-03-25
11,XMR,"$3,359,773,507.20",$211.78,2018-03-25
10,MIOTA,"$3,672,973,499.30",$1.32,2018-03-25
9,NEO,"$4,252,812,156.68",$65.43,2018-03-25
13,TRX,"$2,979,112,198.45",$0.04531,2018-03-25
7,ADA,"$4,786,259,578.45",$0.1846,2018-03-25
8,XLM,"$4,450,858,715.69",$0.24,2018-03-25
23,BTG,"$1,022,305,325.78",$60.48,2018-03-25
22,OMG,"$1,110,292,263.40",$10.88,2018-03-25
1,BTC,"$143,914,269,941.89","$8,495.78",2018-03-25
2,ETH,"$51,598,040,699.17",$524.29,2018-03-25
24,NANO,"$1,008,087,170.98",$7.57,2018-03-25
4,BCH,"$16,473,443,673.10",$966.88,2018-03-25
5,LTC,"$8,931,031,385.19",$160.08,2018-03-25
6,EOS,"$4,901,279,855.34",$6.52,2018-03-25
3,XRP,"$25,093,610,596.24",$0.6419,2018-03-25
152,GTO,"$46,811,633.55",$0.1735,2018-04-01
197,QLC,"$33,701,115.85",$0.1404,2018-04-01
196,SPANK,"$34,084,463.89",$0.1136,2018-04-01
195,CSC,"$34,204,858.41",$0.0009508,2018-04-01
194,FTC,"$34,295,423.06",$0.1746,2018-04-01
193,XP,"$35,080,428.68",$0.0001579,2018-04-01
192,WPR,"$35,256,746.32",$0.0876,2018-04-01
191,SNM,"$35,390,926.98",$0.09842,2018-04-01
190,DTA,"$35,423,345.67",$0.008326,2018-04-01
189,DATA,"$35,476,729.05",$0.05239,2018-04-01
188,AST,"$35,531,403.87",$0.2369,2018-04-01
186,PHX,"$36,179,918.82",$0.06659,2018-04-01
185,OST,"$36,480,822.76",$0.1264,2018-04-01
184,UTK,"$36,913,324.03",$0.1287,2018-04-01
183,ITC,"$36,926,516.89",$0.7598,2018-04-01
182,PURA,"$37,056,294.66",$0.2138,2018-04-01
181,RCN,"$37,186,968.53",$0.07604,2018-04-01
180,AMB,"$37,575,932.91",$0.2599,2018-04-01
179,BCO,"$37,699,825.29",$1.40,2018-04-01
178,PAYX,"$37,763,404.72",$0.5519,2018-04-01
187,BAY,"$35,775,226.83",$0.03542,2018-04-01
198,DNT,"$33,575,385.06",$0.05596,2018-04-01
171,MDS,"$40,441,076.65",$0.08364,2018-04-01
177,LOOM,"$38,386,161.58",$0.09097,2018-04-01
151,BLZ,"$47,449,261.40",$0.2876,2018-04-01
170,VEE,"$41,127,418.60",$0.02686,2018-04-01
169,DDD,"$41,704,581.50",$0.139,2018-04-01
168,XBY,"$42,192,710.19",$0.09812,2018-04-01
167,ADX,"$42,289,735.58",$0.5759,2018-04-01
166,QRL,"$42,464,276.79",$0.8166,2018-04-01
165,RUFF,"$42,594,247.86",$0.05121,2018-04-01
164,ION,"$43,129,544.31",$2.11,2018-04-01
163,LEND,"$43,280,214.86",$0.03985,2018-04-01
162,SMT,"$43,294,316.22",$0.03062,2018-04-01
199,WINGS,"$32,755,952.86",$0.3651,2018-04-01
161,HPB,"$43,509,400.19",$1.96,2018-04-01
159,XDN,"$44,305,660.66",$0.006423,2018-04-01
158,EDO,"$44,328,273.99",$1.51,2018-04-01
157,CMT,"$44,773,410.57",$0.0746,2018-04-01
156,BIX,"$45,749,907.41",$0.4319,2018-04-01
155,MED,"$45,857,619.51",$0.01546,2018-04-01
154,XAS,"$46,140,229.61",$0.4942,2018-04-01
153,TEL,"$46,279,562.73",$0.001636,2018-04-01
174,EDG,"$39,476,015.96",$0.4811,2018-04-01
175,PPC,"$38,677,879.96",$1.57,2018-04-01
176,CRPT,"$38,605,732.60",$0.4944,2018-04-01
160,EVN,"$44,252,648.22",$0.4117,2018-04-01
200,EMC2,"$32,624,190.63",$0.1505,2018-04-01
114,ENJ,"$71,492,166.26",$0.09454,2018-04-01
122,BTCD,"$66,495,546.91",$51.59,2018-04-01
145,FSN,"$50,953,135.79",$1.84,2018-04-01
144,BOS,"$50,998,362.49",$0.1175,2018-04-01
143,PPP,"$51,028,014.87",$0.6185,2018-04-01
142,SLS,"$51,321,179.19",$50.80,2018-04-01
141,IGNIS,"$54,819,369.26",$0.07202,2018-04-01
140,POE,"$55,143,305.12",$0.02443,2018-04-01
139,SMART,"$56,206,324.38",$0.06643,2018-04-01
138,DEW,"$56,728,363.74",$0.5495,2018-04-01
148,NAV,"$50,330,889.99",$0.8034,2018-04-01
136,MCO,"$57,694,484.44",$4.37,2018-04-01
135,ANT,"$58,434,095.29",$2.22,2018-04-01
134,SAN,"$59,245,389.23",$0.9455,2018-04-01
133,QSP,"$59,481,434.88",$0.09636,2018-04-01
132,AGI,"$59,798,280.42",$0.1146,2018-04-01
131,GNO,"$60,632,436.07",$54.89,2018-04-01
130,RDN,"$60,690,031.12",$1.21,2018-04-01
129,TNB,"$61,057,114.16",$0.027,2018-04-01
128,THETA,"$63,636,986.04",$0.1082,2018-04-01
127,PLR,"$63,766,418.27",$0.2804,2018-04-01
137,ZEN,"$57,052,419.58",$16.10,2018-04-01
172,C20,"$39,806,831.75",$1.01,2018-04-01
146,TKY,"$50,806,172.26",$0.01398,2018-04-01
147,SRN,"$50,541,319.24",$0.2205,2018-04-01
125,RLC,"$65,389,615.49",$0.8166,2018-04-01
126,PRL,"$64,016,019.46",$0.8895,2018-04-01
121,WAXP,"$67,091,763.42",$0.1361,2018-04-01
120,VTC,"$68,238,865.84",$1.57,2018-04-01
119,BTX,"$68,944,097.62",$5.32,2018-04-01
118,GAME,"$69,061,659.64",$1.07,2018-04-01
117,POA,"$69,264,742.01",$0.3398,2018-04-01
116,MANA,"$69,401,046.27",$0.06609,2018-04-01
115,ICN,"$71,327,361.46",$0.7152,2018-04-01
150,UBQ,"$49,498,341.16",$1.23,2018-04-01
113,AUTO,"$71,503,501.83",$0.0114,2018-04-01
112,DTR,"$72,957,064.33",$0.06135,2018-04-01
149,ABT,"$50,108,119.09",$0.5383,2018-04-01
111,GVT,"$73,232,728.89",$19.65,2018-04-01
109,MNX,"$73,949,280.70",$20.75,2018-04-01
108,CS,"$74,052,691.07",$0.5424,2018-04-01
107,POLY,"$77,123,978.86",$0.3214,2018-04-01
106,MAN,"$78,147,956.73",$0.521,2018-04-01
105,NULS,"$81,538,772.58",$2.04,2018-04-01
104,PART,"$81,805,706.24",$9.17,2018-04-01
103,NXS,"$82,987,556.26",$1.47,2018-04-01
102,STORJ,"$83,268,213.53",$0.6241,2018-04-01
123,BLOCK,"$66,145,686.53",$13.02,2018-04-01
124,CVC,"$66,021,456.64",$0.1927,2018-04-01
110,MTL,"$73,892,189.68",$3.31,2018-04-01
173,SPHTX,"$39,660,103.63",$0.2068,2018-04-01
101,CND,"$86,537,723.34",$0.05985,2018-04-01
100,PAY,"$88,950,144.70",$0.8499,2018-04-01
94,BNT,"$92,645,859.42",$2.18,2018-04-01
93,NEBL,"$94,266,567.79",$7.27,2018-04-01
92,DENT,"$95,210,697.07",$0.00897,2018-04-01
91,POWR,"$96,245,901.43",$0.2645,2018-04-01
90,SKY,"$98,505,361.36",$12.68,2018-04-01
89,DROP,"$99,120,119.27",$0.005464,2018-04-01
88,REQ,"$100,465,126.26",$0.1515,2018-04-01
74,KIN,"$129,684,009.06",$0.0001715,2018-04-01
87,NCASH,"$101,750,621.75",$0.02554,2018-04-01
85,RDD,"$105,308,775.68",$0.003655,2018-04-01
84,MAID,"$107,009,774.70",$0.2365,2018-04-01
83,GBYTE,"$107,013,399.29",$165.86,2018-04-01
82,NXT,"$108,257,543.46",$0.1084,2018-04-01
81,SALT,"$109,172,280.47",$1.95,2018-04-01
80,SUB,"$114,636,213.59",$0.3248,2018-04-01
79,KNC,"$125,014,980.95",$0.932,2018-04-01
78,MITH,"$126,957,993.09",$0.423,2018-04-01
77,STORM,"$127,624,945.05",$0.03121,2018-04-01
76,ETN,"$128,514,317.42",$0.0195,2018-04-01
86,ENG,"$102,102,789.58",$1.36,2018-04-01
50,ONT,"$232,973,554.20",$2.07,2018-04-01
95,DCN,"$92,133,766.37",$0.0002833,2018-04-01
96,LINK,"$91,553,163.53",$0.2616,2018-04-01
51,AION,"$222,176,539.50",$1.93,2018-04-01
75,XZC,"$128,950,739.34",$29.05,2018-04-01
66,GXC,"$154,512,791.63",$2.58,2018-04-01
67,R,"$152,229,164.60",$0.8253,2018-04-01
72,FUN,"$135,422,178.40",$0.02941,2018-04-01
69,VGX,"$145,988,879.21",$1.92,2018-04-01
70,DRGN,"$139,774,949.30",$0.5863,2018-04-01
71,SYS,"$138,897,650.06",$0.2611,2018-04-01
64,NAS,"$168,211,658.95",$4.74,2018-04-01
68,GAS,"$151,708,011.55",$15.17,2018-04-01
63,FCT,"$168,400,258.96",$19.26,2018-04-01
58,ARK,"$193,053,032.43",$1.90,2018-04-01
25,ZEC,"$658,661,211.41",$182.48,2018-04-01
61,MONA,"$178,708,595.19",$3.06,2018-04-01
59,BAT,"$186,136,320.23",$0.1861,2018-04-01
57,PIVX,"$202,434,834.09",$3.62,2018-04-01
56,QASH,"$202,539,619.80",$0.5787,2018-04-01
55,KCS,"$203,260,555.03",$2.23,2018-04-01
54,CNX,"$207,515,481.86",$4.59,2018-04-01
53,LRC,"$210,630,061.18",$0.3682,2018-04-01
52,ARDR,"$213,610,116.61",$0.2138,2018-04-01
62,DGB,"$172,325,901.89",$0.01714,2018-04-01
73,ELF,"$130,244,016.65",$0.521,2018-04-01
97,EMC,"$90,790,588.57",$2.19,2018-04-01
60,IOST,"$183,212,267.61",$0.02181,2018-04-01
48,HC,"$235,844,085.15",$5.51,2018-04-01
65,GNT,"$160,941,485.92",$0.1929,2018-04-01
19,VEN,"$1,168,107,250.81",$2.23,2018-04-01
44,REP,"$267,857,074.74",$24.35,2018-04-01
43,DCR,"$277,115,690.98",$39.32,2018-04-01
42,ZIL,"$286,241,911.05",$0.04325,2018-04-01
41,SNT,"$291,958,085.00",$0.08413,2018-04-01
40,MKR,"$302,258,269.62",$488.91,2018-04-01
39,DOGE,"$309,486,055.84",$0.002719,2018-04-01
38,BCD,"$325,726,338.73",$2.13,2018-04-01
49,WTC,"$235,058,189.34",$9.44,2018-04-01
20,OMG,"$825,762,098.08",$8.09,2018-04-01
35,SC,"$342,025,095.17",$0.01021,2018-04-01
34,RHOC,"$343,270,241.81",$0.9546,2018-04-01
33,AE,"$343,687,507.21",$1.47,2018-04-01
32,WAVES,"$349,103,260.04",$3.49,2018-04-01
31,STEEM,"$368,909,427.69",$1.44,2018-04-01
30,BCN,"$397,194,824.11",$0.002161,2018-04-01
29,PPT,"$423,698,288.85",$11.45,2018-04-01
28,DGD,"$442,242,034.91",$221.12,2018-04-01
27,BTM,"$468,370,181.05",$0.4745,2018-04-01
26,XVG,"$646,453,890.17",$0.04373,2018-04-01
36,BTS,"$334,825,815.23",$0.1282,2018-04-01
99,GNX,"$90,300,157.73",$0.3784,2018-04-01
45,ZRX,"$263,210,295.90",$0.5047,2018-04-01
46,VERI,"$261,271,906.80",$128.29,2018-04-01
37,STRAT,"$333,907,600.72",$3.38,2018-04-01
24,NANO,"$691,933,120.08",$5.19,2018-04-01
47,KMD,"$242,276,885.29",$2.33,2018-04-01
17,BNB,"$1,286,571,421.31",$11.07,2018-04-01
16,ETC,"$1,369,824,365.14",$13.58,2018-04-01
15,XEM,"$1,879,113,659.05",$0.2088,2018-04-01
14,TRX,"$2,113,910,955.06",$0.03215,2018-04-01
13,USDT,"$2,286,705,393.97",$0.9998,2018-04-01
12,DASH,"$2,326,517,507.38",$291.53,2018-04-01
11,MIOTA,"$2,765,070,019.62",$0.9948,2018-04-01
10,XMR,"$2,788,623,376.39",$175.51,2018-04-01
9,NEO,"$3,074,775,180.82",$47.30,2018-04-01
8,XLM,"$3,832,217,994.86",$0.2066,2018-04-01
18,QTUM,"$1,191,228,345.27",$13.46,2018-04-01
6,EOS,"$4,335,133,899.13",$5.66,2018-04-01
5,LTC,"$6,440,317,479.29",$115.22,2018-04-01
4,BCH,"$10,963,857,058.65",$643.03,2018-04-01
3,XRP,"$18,964,013,318.93",$0.4851,2018-04-01
2,ETH,"$37,413,358,766.58",$379.61,2018-04-01
1,BTC,"$116,026,767,355.96","$6,844.23",2018-04-01
98,ACT,"$90,603,215.44",$0.1952,2018-04-01
21,ICX,"$796,397,682.96",$2.06,2018-04-01
22,LSK,"$731,540,605.54",$7.07,2018-04-01
23,BTG,"$697,260,237.50",$41.22,2018-04-01
7,ADA,"$3,908,969,399.94",$0.1508,2018-04-01
191,AST,"$37,624,137.10",$0.2508,2018-04-08
192,EMC2,"$37,512,341.05",$0.1731,2018-04-08
193,AMB,"$37,076,713.94",$0.2564,2018-04-08
198,CSC,"$34,823,782.36",$0.0009681,2018-04-08
195,SPANK,"$36,804,462.91",$0.1227,2018-04-08
196,CRPT,"$35,256,103.06",$0.4515,2018-04-08
197,WINGS,"$34,884,120.25",$0.3889,2018-04-08
152,TKY,"$52,884,477.84",$0.01455,2018-04-08
194,MDS,"$36,978,943.28",$0.0729,2018-04-08
190,PHX,"$38,355,887.87",$0.07059,2018-04-08
184,SNM,"$40,468,464.73",$0.1125,2018-04-08
187,PPC,"$39,510,805.76",$1.60,2018-04-08
186,DATA,"$39,792,004.80",$0.05876,2018-04-08
185,C20,"$40,353,008.35",$1.02,2018-04-08
183,SPHTX,"$40,853,167.38",$0.213,2018-04-08
182,DDD,"$41,548,268.45",$0.1385,2018-04-08
181,DTA,"$41,809,322.38",$0.00906,2018-04-08
180,OST,"$41,922,011.14",$0.1373,2018-04-08
179,EDG,"$43,185,177.77",$0.5264,2018-04-08
189,BAY,"$38,585,816.17",$0.03816,2018-04-08
188,FTC,"$38,833,877.63",$0.197,2018-04-08
199,MGO,"$34,353,318.10",$0.3504,2018-04-08
171,MED,"$45,228,075.49",$0.01525,2018-04-08
178,RUFF,"$43,398,945.25",$0.05217,2018-04-08
151,ABT,"$52,926,830.58",$0.5686,2018-04-08
170,EDO,"$45,476,874.03",$1.55,2018-04-08
169,LEND,"$45,725,232.65",$0.0421,2018-04-08
168,VEE,"$45,766,223.25",$0.02988,2018-04-08
167,BIX,"$46,105,808.23",$0.4353,2018-04-08
166,SMT,"$46,251,263.96",$0.03272,2018-04-08
165,ITC,"$46,838,457.29",$0.9637,2018-04-08
164,EVN,"$47,837,996.49",$0.445,2018-04-08
163,SLS,"$48,148,385.65",$47.65,2018-04-08
162,GRS,"$48,240,144.23",$0.6912,2018-04-08
100,PAY,"$94,873,042.68",$0.9065,2018-04-08
161,BLZ,"$48,793,560.86",$0.2957,2018-04-08
159,GTO,"$50,086,304.28",$0.1796,2018-04-08
158,DEW,"$50,111,237.41",$0.4854,2018-04-08
157,ION,"$50,138,317.41",$2.43,2018-04-08
156,RCN,"$50,456,551.96",$0.1032,2018-04-08
155,PLR,"$50,639,950.24",$0.2227,2018-04-08
154,PPP,"$51,248,593.93",$0.6212,2018-04-08
153,PAYX,"$52,451,467.70",$0.7665,2018-04-08
175,QRL,"$44,090,649.84",$0.8479,2018-04-08
176,TEL,"$44,087,455.03",$0.001548,2018-04-08
177,BCO,"$43,579,225.30",$1.61,2018-04-08
160,CMT,"$49,345,192.58",$0.07785,2018-04-08
174,ADX,"$44,291,662.60",$0.6032,2018-04-08
125,GAME,"$71,337,907.94",$1.11,2018-04-08
