Date,BTC,LTC,XRP,DOGE,DASH,XMR,XLM,XEM,ETH,SC,DCR,WAVES,ETC,NEO,ZEC,MKR,QTUM,ZEN,BAT,MIOTA,EOS,OMG,BCH,BNB,LRC,TRX,MANA,LINK,ADA,XTZ,KCS,ICX,ENJ,FIL,WAXP
2018-01-02,14982.099609375,255.6840057373047,2.4809000492095947,0.009145090356469154,1217.719970703125,383.4169921875,0.564765989780426,1.1601799726486206,884.4439697265625,0.03072189912199974,108.3270034790039,13.349800109863281,34.91709899902344,90.32579803466797,583.5059814453125,1063.0699462890625,60.71580123901367,52.12189865112305,0.5633000135421753,3.996150016784668,9.334710121154785,20.295499801635742,2711.0,8.837770462036133,0.48784300684928894,0.07868169993162155,0.10531699657440186,0.6737120151519775,0.7825869917869568,5.541679859161377,7.278679847717285,6.491230010986328,0.19575299322605133,20.110599517822266,0.8790370225906372
2018-01-03,15201.0,245.3679962158203,3.105370044708252,0.009319690056145191,1170.739990234375,412.06298828125,0.8962270021438599,1.7902799844741821,962.719970703125,0.03295179829001427,107.1240005493164,12.994500160217285,34.863399505615234,105.55899810791016,581.8889770507812,1074.530029296875,59.08580017089844,50.14310073852539,0.6512190103530884,4.126840114593506,10.227899551391602,20.540000915527344,2608.68994140625,9.535880088806152,0.5699300169944763,0.09470280259847641,0.1559000015258789,0.6811670064926147,1.0796600580215454,7.087800025939941,7.962480068206787,7.343070030212402,0.22253699600696564,19.827499389648438,0.8255659937858582
2018-01-04,15599.2001953125,241.3699951171875,3.1966300010681152,0.00964394025504589,1229.7900390625,403.0480041503906,0.724049985408783,1.6448099613189697,980.9219970703125,0.0391077995300293,110.71900177001953,12.539600372314453,36.31800079345703,99.10900115966797,595.1900024414062,1040.25,57.472801208496094,55.009498596191406,0.6341249942779541,4.082310199737549,11.275500297546387,19.93079948425293,2430.179931640625,9.213990211486816,0.6567850112915039,0.20797400176525116,0.20003700256347656,0.9843680262565613,1.1141200065612793,6.151750087738037,6.4907097816467285,7.240419864654541,0.3427950143814087,20.417800903320312,0.8715429902076721
2018-01-05,17429.5,249.27099609375,3.0487101078033447,0.012167099863290787,1152.4100341796875,384.9360046386719,0.6627119779586792,1.591789960861206,997.719970703125,0.07015179842710495,109.9469985961914,12.057000160217285,36.199501037597656,95.28179931640625,588.85498046875,1096.780029296875,62.700199127197266,45.90010070800781,0.5528810024261475,3.7544500827789307,10.839599609375,18.68829917907715,2584.47998046875,14.917200088500977,1.0312399864196777,0.22055499255657196,0.16552700102329254,0.9074860215187073,0.9995589852333069,5.48390007019043,7.446229934692383,6.841410160064697,0.36538299918174744,24.118099212646484,0.9683970212936401
2018-01-06,17527.0,296.4540100097656,3.0939700603485107,0.014862899668514729,1265.030029296875,452.77099609375,0.709945023059845,1.6544100046157837,1041.6800537109375,0.09400840103626251,114.54000091552734,12.863800048828125,38.424800872802734,100.86199951171875,764.2570190429688,1216.9000244140625,94.6718978881836,53.64739990234375,0.6639050245285034,3.942229986190796,12.579700469970703,19.306100845336914,2786.64990234375,22.75979995727539,1.3053699731826782,0.17479699850082397,0.183011993765831,1.0635700225830078,1.02715003490448,5.44890022277832,13.574299812316895,7.761809825897217,0.4456169903278351,24.46969985961914,0.9916579723358154
2018-01-07,16477.599609375,288.45098876953125,3.377810001373291,0.017087699845433235,1285.4300537109375,459.33099365234375,0.6996449828147888,1.8427200317382812,1153.1700439453125,0.09167560189962387,114.39600372314453,12.946999549865723,40.79309844970703,102.42900085449219,880.760986328125,1169.3499755859375,85.76740264892578,52.338401794433594,0.7582330107688904,4.070559978485107,12.521900177001953,24.41189956665039,2786.8798828125,18.65679931640625,1.151900053024292,0.19965499639511108,0.23128199577331543,1.2704600095748901,1.0085200071334839,5.439260005950928,18.678600311279297,9.918049812316895,0.4261060059070587,26.018400192260742,1.1269899606704712
2018-01-08,15170.099609375,255.76300048828125,2.456209897994995,0.015045000240206718,1087.75,405.0740051269531,0.6293230056762695,1.653480052947998,1148.530029296875,0.07862129807472229,111.99800109863281,13.629300117492676,34.18629837036133,102.37699890136719,695.4920043945312,1112.8800048828125,55.981300354003906,51.710899353027344,0.8481839895248413,3.8458499908447266,9.692649841308594,23.88909912109375,2421.469970703125,18.260900497436523,1.4505800008773804,0.1519930064678192,0.23094899952411652,1.3773000240325928,0.8990020155906677,4.735949993133545,17.83209991455078,10.413100242614746,0.38794198632240295,26.08209991455078,1.133810043334961
2018-01-09,14595.400390625,247.03700256347656,2.1017799377441406,0.013420100323855877,1111.8599853515625,413.3340148925781,0.5856530070304871,1.5404000282287598,1299.739990234375,0.07661069929599762,116.79000091552734,12.98859977722168,38.32160186767578,126.93900299072266,672.7839965820312,1096.43994140625,53.21260070800781,57.89080047607422,0.8919619917869568,3.537169933319092,9.326939582824707,25.2908992767334,2391.56005859375,17.411800384521484,2.121999979019165,0.1247820034623146,0.24926400184631348,1.228279948234558,0.8147429823875427,4.970749855041504,16.518199920654297,12.188400268554688,0.3737010061740875,27.320999145507812,2.562530040740967
2018-01-10,14973.2998046875,250.51800537109375,1.9749200344085693,0.013102100230753422,1106.3599853515625,407.7409973144531,0.5669299960136414,1.4473899602890015,1255.8199462890625,0.06881559640169144,113.60099792480469,12.743200302124023,36.95220184326172,122.98799896240234,721.4019775390625,1076.530029296875,54.0807991027832,67.29499816894531,0.802174985408783,3.7838900089263916,11.338299751281738,23.346900939941406,2895.3798828125,17.39080047607422,1.7125600576400757,0.12955300509929657,0.21013599634170532,1.1887099742889404,0.7931209802627563,4.947179794311523,20.44300079345703,11.043600082397461,0.35621699690818787,24.943199157714844,1.9362900257110596
2018-01-11,13405.7998046875,229.36599731445312,1.9507999420166016,0.011469299905002117,1007.8800048828125,355.5920104980469,0.5581259727478027,1.3130099773406982,1154.9300537109375,0.06479520350694656,102.2509994506836,10.712400436401367,32.79389953613281,108.29499816894531,646.5980224609375,1015.1599731445312,45.75279998779297,51.95289993286133,0.653207004070282,3.3673300743103027,11.354900360107422,21.656600952148438,2462.610107421875,21.042699813842773,1.424430012702942,0.1090800017118454,0.17287200689315796,1.0103299617767334,0.6884120106697083,5.271480083465576,18.803499221801758,9.1983003616333,0.33110401034355164,25.71649932861328,1.8099600076675415
